First_Author,Publication_Title,Publication_Year,Journal,DOI,System,Q_L.s,Velocity_m.s,Flow_Category,Decay_Method,Mesh_Size_Category,Setting,Biome,Manipulation,LULC_Category,Light_Category,Detritus_Type,Detritus_Condition,Detritus_Species,Time_Series_ID,Meas_Day,Start_Year,Start_Month,Start_Day,Temperature_C,pH,Cond_uS.cm,DOC_mg.L,Water_SRP_ug.L,Water_TP_ug.L,Water_NO3_ug.L,Water_NH4_ug.L,Water_DIN_ug.L,Water_TN_ug.L,Mass_per_remaining,Initial_Mass_g,AFDM_DM_ratio,k,Remain_Mass_Category,Tannin_per,Total_Phenolics_per,Lignin_per,Cellulose_per,Hemicellulose_per,C_per,N_per,P_per,CN_ratio,CP_ratio,NP_ratio,Ergosterol_ug.g,Component_Mass_Category,Geog_Locale,Altitude_m,Latitude,Longitude,Sample_Size,LULC_Quantified,Inverts_AddInfo,Microbes_AddInfo,CNPFluxes_AddInfo,C_method,N_method,P_method,CNP_Ratio_Type,Notes
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,stems,NA,Potamogeton pectinatus,11,104,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,42.39,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.573,0.16,NA,NA,21.76919643,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,stems,NA,Potamogeton pectinatus,11,140,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,36.3,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.693,0.173,NA,NA,21.66928159,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,roots,NA,Potamogeton pectinatus,12,0,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,100,10,NA,NA,dm,NA,NA,NA,NA,NA,36.509,1.098,0.143,38.77604932,658.3881826,17.001998,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,roots,NA,Potamogeton pectinatus,12,6,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,45.93,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.254,0.107,NA,NA,25.9506008,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,roots,NA,Potamogeton pectinatus,12,26,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,38,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.565,0.082,NA,NA,42.26045296,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,roots,NA,Potamogeton pectinatus,12,60,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,35.35,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.771,0.117,NA,NA,33.51709402,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,roots,NA,Potamogeton pectinatus,12,104,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,34.81,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.982,0.2,NA,NA,21.94357143,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,roots,NA,Potamogeton pectinatus,12,140,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,34.62,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,2.034,0.205,NA,NA,21.97003484,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Ceratophyllum demersum,13,0,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,100,10,NA,NA,dm,NA,NA,NA,NA,NA,27.529,2.277,0.201,14.09916415,353.1933398,25.08422175,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Ceratophyllum demersum,13,6,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,50.63,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,2.753,0.123,NA,NA,49.56039489,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Ceratophyllum demersum,13,26,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,44.93,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.812,0.106,NA,NA,37.85175202,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Ceratophyllum demersum,13,60,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,44.93,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.306,0.094,NA,NA,30.76443769,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Ceratophyllum demersum,13,104,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,39.72,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.724,0.12,NA,NA,31.81190476,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Ceratophyllum demersum,13,140,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,38.59,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,1.765,0.13,NA,NA,30.06318681,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Chara sp,14,0,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,100,10,NA,NA,dm,NA,NA,NA,NA,NA,17.509,0.612,0.067,33.36382866,673.9142925,20.22601279,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Chara sp,14,6,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,61.9,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,0.516,0.044,NA,NA,25.96753247,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Chara sp,14,26,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,61.56,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,0.244,0.045,NA,NA,12.00634921,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Chara sp,14,60,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,62.21,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,0.268,0.046,NA,NA,12.90062112,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Chara sp,14,104,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,49.06,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,0.352,0.054,NA,NA,14.43386243,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Lan,"Litter decomposition of six macrophytes in a eutrophic shallow lake (Baiyangdian Lake, China)",2012,"Clean - Soil, Air, Water",10.1002/clen.201200056,lake,NA,NA,NA,litter_bag,0.5,field,Woodland/shrubland,NA,NA,NA,macrophyte,NA,Chara sp,14,140,2009,8,1,19.4,8.13,NA,NA,NA,220,540,1920,NA,2310,38.16,10,NA,NA,dm,NA,NA,NA,NA,NA,NA,0.598,0.068,NA,NA,19.47268908,NA,dm,"Baiyangdian Lake, Wangjiazhaicun, China",10,38.914138,116.005767,3,n,n,n,y,ea,ea,icp,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,0,2014,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,8,NA,0.00176,dm,NA,NA,17.76006643,NA,NA,53.93264602,0.861182573,NA,73.05528221,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,I determined that C/N ratios were reported as mass ratio. base on%C remaining that is reported in Liu et al. 2017 Chin Geogr. Sci.
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,60,2014,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.26086957,8,NA,0.00176,dm,NA,NA,12.14285212,NA,NA,50.06786263,0.660895787,NA,88.37332526,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,120,2014,1,1,3.56501663,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,8,NA,0.00176,dm,NA,NA,17.09645269,NA,NA,42.91995276,0.858399055,NA,58.32639467,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,180,2014,1,1,10.09735542,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.86956522,8,NA,0.00176,dm,NA,NA,16.00319643,NA,NA,41.98780006,0.857070558,NA,57.14808367,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,240,2014,1,1,14.38987374,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.69565217,8,NA,0.00176,dm,NA,NA,16.87392564,NA,NA,44.9295366,1.170532664,NA,44.77581813,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,300,2014,1,1,10.61819884,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.91304348,8,NA,0.00176,dm,NA,NA,20.08873107,NA,NA,42.65719274,1.384610518,NA,35.93848561,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,360,2014,1,1,2.096774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.34782609,8,NA,0.00176,dm,NA,NA,22.0462608,NA,NA,43.29163168,1.648412129,NA,30.63608609,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,420,2014,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.08695652,8,NA,0.00176,dm,NA,NA,25.89652361,NA,NA,38.15404051,1.481274514,NA,30.04693059,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,480,2014,1,1,2.975879105,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.91304348,8,NA,0.00176,dm,NA,NA,27.80513807,NA,NA,37.03510581,1.496520602,NA,28.86861958,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,540,2014,1,1,9.329490781,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7826087,8,NA,0.00176,dm,NA,NA,25.16999277,NA,NA,36.10790542,1.743747628,NA,24.15537557,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,602,2014,1,1,13.80089767,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.26086957,8,NA,0.00176,dm,NA,NA,14.69704448,NA,NA,34.12621427,1.228543714,NA,32.4035526,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,660,2014,1,1,12.53802189,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.73913043,8,NA,0.00176,dm,NA,NA,27.06895027,NA,NA,36.39347803,1.757538695,NA,24.15537557,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,1,720,2014,1,1,7.067712874,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.47826087,8,NA,0.00176,dm,NA,NA,13.93341612,NA,NA,33.4367248,1.839019864,NA,21.20959806,NA,NA,NA,dm,Yunnan Plateau China,3260,27.8666667,99.68333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,0,2014,1,1,6.619845652,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,8,NA,0.00226,dm,NA,NA,19.28093784,NA,NA,47.87315822,0.977204673,NA,57.14808367,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,60,2014,1,1,8.049339662,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.95652174,8,NA,0.00226,dm,NA,NA,12.4569658,NA,NA,48.65942543,0.776981148,NA,73.05528221,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,120,2014,1,1,10.64354677,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.04347826,8,NA,0.00226,dm,NA,NA,15.33893703,NA,NA,40.15215416,0.957846569,NA,48.89990664,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,180,2014,1,1,17.44518712,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.26086957,8,NA,0.00226,dm,NA,NA,27.90408627,NA,NA,37.46081284,1.685736578,NA,25.92284208,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,240,2014,1,1,18.33252607,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.56521739,8,NA,0.00226,dm,NA,NA,20.34658754,NA,NA,41.23440981,1.700919404,NA,28.27946408,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,300,2014,1,1,15.63595854,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7826087,8,NA,0.00226,dm,NA,NA,21.28822264,NA,NA,32.99775836,1.765825988,NA,21.79875356,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,360,2014,1,1,10.25105751,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.86956522,8,NA,0.00226,dm,NA,NA,22.8512203,NA,NA,35.7726819,1.863945004,NA,22.38790907,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,420,2014,1,1,6.837644096,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2173913,8,NA,0.00226,dm,NA,NA,28.46620659,NA,NA,35.61829761,1.763105732,NA,23.56622007,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,480,2014,1,1,11.2196067,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.60869565,8,NA,0.00226,dm,NA,NA,30.28215881,NA,NA,35.0890074,1.877736072,NA,21.79875356,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,540,2014,1,1,15.69101359,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8,NA,0.00226,dm,NA,NA,26.30999952,NA,NA,32.37737759,1.942642655,NA,19.44213156,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,602,2014,1,1,18.01269011,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7826087,8,NA,0.00226,dm,NA,NA,23.63900481,NA,NA,32.62937033,1.95776222,NA,19.44213156,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
Liu,Long-term response of leaf litter decomposition to temperature. litter quality and litter mixing in plateau wetlands,2016,Freshwater Biology,10.1111/fwb.12860,wetland,0,0,NA,litter_bag,1.5,mesocosm,Temperate forest,NA,NA,NA,leaves,fresh,Scirpus tabernaemontani,2,660,2014,1,1,15.58461687,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.30434783,8,NA,0.00226,dm,NA,NA,27.95153594,NA,NA,30.63103303,1.956433723,NA,18.26382055,NA,NA,NA,dm,Yunnan Plateau China,2437,26.8833333,100.13333333333334,3,n,n,n,n,ea,ea,NA,molar,NA
